ds,actual,persistence,autoarima,timegpt,chronos_small,chronos_base,chronos_large,moirai_small,moirai_base,moirai_large
1/7/2009,6.902033929,5.580995849,6.84920504,5.5287476,4.542538643,4.566319942,4.352275372,6.3811893,7.37167,6.557143
1/10/2009,2.805194904,6.902033929,5.785712213,6.481328,6.093107224,5.73609066,4.760240555,2.1033382,0.79260135,5.3588376
1/1/2010,0.763850818,2.805194904,0.975637293,3.14149,0.87469101,-0.118202806,-1.489337564,0.19469428,0.5717282,0.8244337
1/4/2010,-5.279788484,0.763850818,-1.74561057,2.270382,0.304137528,-0.116976902,-1.778025627,-3.874098,-0.7361522,-4.704915
1/7/2010,-12.00362918,-5.279788484,-4.075296499,-0.1138072,-5.159932137,-4.739665985,-4.296053886,-6.2678843,-8.349773,-9.318541
1/10/2010,-9.425806312,-12.00362918,-7.907916133,-9.576113,-9.05683136,-8.231340408,-7.004895687,-7.432343,-7.476662,-7.2793727
1/1/2011,-7.205718867,-9.425806312,-9.43664027,-8.862845,-5.097676277,-5.500749588,-4.22040081,-4.9730816,-5.836239,-5.4786677
1/4/2011,2.22584433,-7.205718867,-2.066155326,-6.0782094,-3.110007286,-2.563971758,-3.110004425,1.8567421,1.8060409,3.2107208
1/7/2011,5.941523528,2.22584433,6.914871212,0.36181545,5.09055233,6.433897018,5.561899662,7.028971,5.8433394,7.086418
1/10/2011,7.938119812,5.941523528,8.409090926,2.5437212,6.381438255,7.346896172,6.569820404,7.285172,7.248681,7.417054
1/1/2012,9.338683784,7.938119812,4.278701287,7.0819063,6.326963425,5.80758667,5.547896385,9.044136,8.256119,8.1525955
1/4/2012,8.251445269,9.338683784,4.806977284,9.215341,7.092973232,5.645908833,6.381301403,8.819717,7.339499,8.126148
1/7/2012,4.467564542,8.251445269,7.679508492,9.133847,5.9241395,5.257971764,4.734554291,4.329524,5.441321,5.741434
1/10/2012,3.130842165,4.467564542,4.530489481,3.755416,2.584789753,1.399106979,1.161970496,4.566443,2.469856,2.788659
1/1/2013,-2.31585933,3.130842165,-0.149038854,2.8756208,1.768965244,1.108552217,1.226484537,0.13146973,-6.4268026,-6.1124763
1/4/2013,-7.37054274,-2.31585933,-3.617473452,-3.709114,-3.584877968,-3.209989309,-4.123782158,-2.7032888,-9.162753,-8.255434
1/7/2013,-0.747550554,-7.37054274,-6.812398013,-7.5937414,-6.101465702,-6.406540394,-8.04924202,-0.37629557,0.03389263,0.007289171
1/10/2013,-0.04849448,-0.747550554,0.304677833,0.3460703,1.814107537,2.721162796,-0.162806034,1.1100186,0.20826292,-0.35501814
