ds,actual,persistence,autoarima,timegpt,chronos_small,chronos_base,chronos_large,moirai_small,moirai_base,moirai_large
1/7/1999,4.22586816,-1.091268209,-1.487133425,-0.45552635,-0.592192113,-0.530506194,-0.579855561,3.904204,4.5410867,4.753981
1/10/1999,8.156642169,4.22586816,3.486292581,2.7094605,3.599098682,3.971418858,3.115080357,7.0915794,9.333403,9.541531
1/1/2000,9.733765902,8.156642169,5.909678032,4.85859,7.326267242,6.391271591,6.506545544,8.804928,10.093164,10.052372
1/4/2000,6.18211636,9.733765902,8.456556959,8.833102,8.935333252,8.336094856,9.148397446,5.4041004,4.253107,5.2832937
1/7/2000,3.013497202,6.18211636,6.18211636,6.1063824,4.407391548,4.772419453,4.840018272,1.9732958,3.261988,3.1571598
1/10/2000,0.140344383,3.013497202,3.013497202,3.0207045,2.006581306,2.585660219,1.993115306,-0.52780914,-0.6603544,0.6465585
1/1/2001,-4.716627795,0.140344383,-0.650958721,0.92370796,-0.593871593,-0.158367246,-0.461900294,-2.9728475,-5.5832353,-5.1064105
1/4/2001,1.914680547,-4.716627795,-5.187385563,-4.3557467,-4.807598114,-3.891233921,-4.329496384,3.1823697,1.2998085,1.5576783
1/7/2001,-0.293908788,1.914680547,2.539898654,0.41193104,2.973125458,2.604772329,3.604585171,-0.29561734,0.7362579,1.3254542
1/10/2001,1.226779483,-0.293908788,-1.667705267,0.19644499,0.064593762,-0.529662788,-0.723440647,1.1439233,1.0764267,1.5054404
1/1/2002,2.655555423,1.226779483,0.980834369,1.9732599,1.492526531,1.250149727,1.530797243,2.240501,2.9190195,2.9220924
1/4/2002,3.26317879,2.655555423,0.873611518,2.6643567,2.730417728,2.324030399,2.501824856,2.9024453,4.291416,2.5850244
1/7/2002,9.776335797,3.26317879,2.624931148,4.68996,3.133430481,2.81628108,2.82896781,7.8992395,5.5548096,8.492501
1/10/2002,8.336738565,9.776335797,8.07012745,9.133274,8.453939438,7.549564838,8.427726746,6.6878057,7.3429766,7.372294
1/1/2003,10.00507618,8.336738565,6.470792583,8.180508,5.702882767,5.716301918,5.66262579,8.410695,8.887659,9.68713
1/4/2003,5.068546728,10.00507618,10.00507618,7.552632,8.489507675,7.964100838,8.130017281,4.8885574,3.7088737,6.6557474
1/7/2003,2.927253515,5.068546728,5.068546728,3.9206758,3.073781252,3.282409668,3.546670198,2.2125468,1.4437702,2.7463841
1/10/2003,3.439843563,2.927253515,2.927253515,1.4613576,2.23059845,2.355289459,2.438419104,3.0924425,2.8023987,3.2868552
1/1/2004,5.344879864,3.439843563,3.439843563,1.6428766,3.62447834,3.195628881,3.001954556,5.772732,6.2063627,5.235816
1/4/2004,7.13374948,5.344879864,5.344879864,6.618277,5.264895439,4.874905586,5.278824806,7.459053,6.4898415,6.9031
1/7/2004,5.029045636,7.13374948,7.13374948,6.006327,6.469443321,6.554195404,6.356441498,4.6421213,5.5349607,5.047718
1/10/2004,3.970391657,5.029045636,5.029045636,5.89591,3.718781233,3.974271774,3.775558233,4.7185345,5.348688,4.629883
1/1/2005,0.673961077,3.970391657,3.970391657,5.50209,3.393670559,3.578262329,3.564064026,0.51224804,1.6218112,1.5234272
1/4/2005,1.816632789,0.673961077,0.673961077,1.7465625,0.420571864,0.546741962,0.518703938,3.480026,2.6565971,2.6164281
1/7/2005,0.983062812,1.816632789,1.916466255,4.4458404,1.960958838,2.447721958,2.197387218,0.7965678,1.3389392,1.1012765
1/10/2005,0.189730836,0.983062812,0.71421149,2.3212132,1.347864389,1.1965729,0.89399147,0.51280403,0.5393517,0.47686005
1/1/2006,2.508555639,0.189730836,0.293009703,1.8853498,0.664522648,0.176302582,0.203425914,2.526052,2.6240184,1.7207644
1/4/2006,0.001848156,2.508555639,2.885730922,2.2047043,1.768290043,2.780672073,2.929153442,0.6784942,1.0505861,0.51317716
1/7/2006,-2.01985119,0.001848156,-0.867069136,0.8417797,0.133056551,-0.13305828,-0.15966785,-1.9845729,-1.5243812,-1.275301
1/10/2006,1.94665809,-2.01985119,-2.69914137,-1.1355958,-2.432949781,-1.441257119,-1.269365072,2.3435676,1.6635035,1.2914233
1/1/2007,0.519528402,1.94665809,1.973471469,2.2277403,1.418903589,2.246599913,2.561911821,0.61453164,0.7804309,0.9129739
1/4/2007,2.337315054,0.519528402,-0.252631893,1.431334,0.389523357,0.454444766,0.779048443,2.0361743,1.213737,2.2539842
1/7/2007,4.590739864,2.337315054,1.99915631,1.6374002,2.429796696,2.597813606,2.365173817,3.744389,4.9558163,3.532439
1/10/2007,2.050326863,4.590739864,3.444642916,2.7100735,4.593679905,4.489866257,3.854019642,1.8627403,1.9256728,1.6404035
1/1/2008,-0.367817254,2.050326863,2.04751948,0.48482013,1.26465559,1.54855752,1.522748232,0.2106831,0.9007615,-0.058935165
1/4/2008,-3.026367295,-0.367817254,-0.835239638,0.19544601,0.102038063,-0.216828197,0.140300885,-2.0410295,-0.76802945,-0.9618716
1/7/2008,-3.559377162,-3.026367295,-2.510061689,-2.271422,-2.368387461,-2.724920273,-2.572119713,-2.1462886,-3.336684,-2.8335545
1/10/2008,-8.786243626,-3.559377162,-2.97710958,-2.5844514,-2.267229557,-2.853142738,-2.534712553,-7.5986767,-7.2605276,-7.9364653
1/1/2009,-7.833965104,-8.786243626,-8.368496995,-7.919404,-6.243682384,-6.399449348,-6.542235851,-7.010471,-7.6829534,-7.846931
1/4/2009,-6.094620502,-7.833965104,-5.18964959,-8.056377,-4.22914362,-5.665208817,-5.53345871,-5.0675716,-5.768461,-5.5287113
1/7/2009,-5.776592887,-6.094620502,-5.919756423,-6.324706,-3.255237579,-3.81327939,-4.411180496,-4.6270666,-5.5349693,-5.5719805
1/10/2009,2.634604494,-5.776592887,-3.870573537,-4.260722,-4.188480377,-3.465866327,-4.482878685,2.3948374,0.03766501,0.5795312
1/1/2010,3.818520806,2.634604494,3.132247157,-0.12689304,3.70779705,4.094580173,4.52137661,3.012064,3.186121,2.5613737
1/4/2010,3.972360872,3.818520806,2.375816538,3.206788,2.215295792,2.375437498,3.443050861,2.6857176,3.7154374,4.014913
1/7/2010,2.003561118,3.972360872,3.962517328,3.521782,3.192872047,3.059279442,3.433339596,1.049192,1.0641907,1.9532671
1/10/2010,0.378450126,2.003561118,0.451439078,1.4465694,1.342306256,1.621400237,1.142954826,-0.1573261,-0.123081446,0.6664981
1/1/2011,-1.078559414,0.378450126,1.085649167,-0.32085896,0.420958221,0.157860398,0.105239123,-1.5974536,-1.8849511,-0.97964525
1/4/2011,-2.076629406,-1.078559414,-1.956652403,-1.3823099,-0.613421798,-0.770039916,-0.86140132,-1.7311208,-2.9581964,-1.8252485
1/7/2011,0.664291197,-2.076629406,-0.83135787,-1.9672074,-1.49397409,-1.104241967,-1.169198155,1.130255,0.01762855,0.25266147
1/10/2011,-2.910104789,0.664291197,0.319571114,-1.3120995,0.566504836,1.416257977,0.759630084,-2.1863437,-1.9274714,-1.7333677
1/1/2012,-0.136327836,-2.910104789,-2.969379497,-1.9546022,-2.441708088,-2.801537991,-2.428855896,-0.006196737,-0.23092592,-0.08730638
1/4/2012,1.738727138,-0.136327836,1.12982336,0.6300354,0.381549686,1.233672857,0.012719095,1.559237,0.93735063,2.415343
1/7/2012,1.694007016,1.738727138,0.588459689,1.727067,2.466902733,2.378346443,2.239188671,1.6825069,1.65844,1.3267744
1/10/2012,5.350637319,1.694007016,2.136977287,4.169099,1.585453987,3.372239113,3.422570705,3.4997869,6.038759,5.204131
1/1/2013,3.598717136,5.350637319,4.381303888,5.8939085,6.087641716,5.467486382,4.999206066,2.970019,2.4876165,2.9691718
1/4/2013,1.242922581,3.598717136,2.403555229,4.332473,2.874214649,2.582995653,3.140111685,1.3767611,1.2139606,0.8180496
1/7/2013,0.598474422,1.242922581,0.918068643,1.9589291,0.591214657,0.754742742,0.276738405,0.29649317,-0.05645871,0.3989131
1/10/2013,0.126647605,0.598474422,0.402015035,0.89864826,0.648655713,0.673603952,0.012474929,0.29057345,-0.2111628,0.611652
1/1/2014,2.228062112,0.126647605,0.064962863,0.26660347,-0.086478934,-0.086478934,0.210019112,2.1017306,1.6598217,1.931617
1/4/2014,4.066378454,2.228062112,2.324940058,1.8600578,2.179326534,2.216265202,2.991955996,3.3614187,3.1356494,2.3169599
1/7/2014,5.584628242,4.066378454,3.170944611,4.5096207,3.392951965,2.936443806,3.31892252,5.2928996,3.2300086,4.6622233
1/10/2014,4.444873546,5.584628242,4.975068394,3.5912867,4.296272755,4.532194138,3.675423384,3.921094,4.2670207,4.486118
1/1/2015,3.32749713,4.444873546,2.854770292,5.035694,3.337738037,3.312829494,2.503303528,3.3655713,2.9534097,2.8495843
1/4/2015,3.727824832,3.32749713,3.141227907,4.4952173,2.739395142,2.764298677,1.930029631,3.3316379,3.8687105,4.136065
1/7/2015,3.303026581,3.727824832,2.661655546,3.7564597,3.676658154,3.227980137,3.190589666,2.8478265,3.276557,3.0282154
1/10/2015,4.670039172,3.303026581,3.169926946,3.8987527,3.152360439,2.616585255,3.127440691,4.9400334,4.845521,5.0514607
1/1/2016,4.928092457,4.670039172,4.094909623,4.712361,4.476097584,4.526109695,4.17602396,5.2863283,5.1018486,4.6551285
1/4/2016,4.502663016,4.928092457,4.199083216,4.7037907,4.29349947,4.105187416,3.76622653,4.058175,4.1095366,4.2330523
1/7/2016,4.97791139,4.502663016,3.812937203,4.4498277,3.449664593,3.81477356,3.197861195,5.091187,4.8805065,4.762839
1/10/2016,3.20534233,4.97791139,4.477030588,5.229267,4.500188828,4.613956451,4.196804047,4.292387,3.2549896,2.5500398
1/1/2017,2.391908808,3.20534233,2.252710178,4.5478683,2.981393576,2.577137232,2.766631603,1.7691172,2.578072,2.3733487
1/4/2017,3.17282859,2.391908808,2.658257532,3.345962,2.280386209,2.343380928,2.01581049,3.6991754,3.4242573,3.417891
1/7/2017,3.739642174,3.17282859,2.627902616,3.3873453,3.02167654,3.197940826,2.883183956,3.2697787,3.590434,3.806559
1/10/2017,4.200780509,3.739642174,3.673104095,3.340485,3.880815506,3.515413761,3.490213871,4.217168,4.6615796,4.181809
1/1/2018,3.93907269,4.200780509,3.430430912,3.741624,3.976614952,3.837749958,3.724131823,4.0009108,3.8750582,3.9619532
1/4/2018,4.033850563,3.93907269,3.661002091,4.0925784,3.577032328,3.551753044,3.551753044,3.9198508,4.2141566,4.1661267
1/7/2018,1.084843214,4.033850563,3.3993082,4.0354843,3.531550407,3.582181931,3.759392262,1.4893916,1.9832083,1.0350387
1/10/2018,2.192322287,1.084843214,0.658008063,2.5159388,0.490812778,0.113265112,1.132644534,2.886053,2.9629235,2.631135
1/1/2019,4.929493993,2.192322287,2.921230545,2.5937052,2.333746672,2.509406328,2.183182478,4.6074905,4.6718163,4.812335
1/4/2019,2.771815752,4.929493993,4.107068661,4.120486,5.20077467,4.923734188,4.344471931,3.057756,2.676716,2.9726627
1/7/2019,4.42070134,2.771815752,2.178903926,3.1703389,2.439110518,2.137365103,2.413966656,4.117621,4.2095428,4.0420866
1/10/2019,3.672937273,4.42070134,4.644117011,3.4179647,4.133544445,4.095736504,3.805885792,3.597831,3.5492144,4.179562
1/1/2020,-1.463514155,3.672937273,2.326533851,2.906037,3.051430702,3.202741146,3.013602257,1.3352542,1.0774881,0.39907193
1/4/2020,-15.68078355,-1.463514155,-1.079280168,0.7446281,-2.271778584,-1.179818988,-0.815831959,4.264907,-9.327548,-7.2478876
1/7/2020,6.169639496,-15.68078355,-16.2683769,-13.89757,-8.91932106,-9.396911621,-9.396909714,4.5176916,4.8047466,5.6019783
1/10/2020,2.026064454,6.169639496,4.633455943,3.612647,3.830365181,6.154551506,5.635181904,2.0381026,3.1596792,1.7922565
1/1/2021,6.386673097,2.026064454,1.917274197,2.9424067,2.01877737,1.979953885,1.721136808,4.0065193,5.2319813,5.154578
1/4/2021,23.61666302,6.386673097,10.27553194,5.570716,4.896285534,5.117660522,5.599476337,6.429656,16.648254,15.737036
1/7/2021,-11.01467588,23.61666302,3.874153628,13.512435,6.318328857,5.801992893,12.16108418,-1.3982961,-3.087601,1.1144441
1/10/2021,-2.015885942,-11.01467588,10.2460085,-5.04338,-3.296360016,-0.675822735,-0.358601123,0.69347155,-0.036407948,-0.35586452
1/1/2022,-4.383185539,-2.015885942,-2.217453818,0.14697742,0.769651532,1.429354668,2.171520233,2.3560228,-4.2464056,-2.6607027
1/4/2022,-5.442506045,-4.383185539,-16.67753831,-1.8256474,-2.036666393,-3.192611217,-2.834820747,-1.9440007,-4.1909275,-4.5754557
1/7/2022,6.820524389,-5.442506045,6.539010318,-3.002596,-3.286171675,-4.017968178,-3.879894018,5.722903,4.981059,2.6426258
1/10/2022,-0.466967667,6.820524389,2.153808449,4.0765467,4.639385223,3.958756924,4.556041241,3.6388335,-0.62284064,-0.26024365
1/1/2023,-0.723425353,-0.466967667,7.623468367,-1.1327381,0.303619623,-0.427826017,-0.386422694,-0.4359131,-0.63264966,0.19586444
1/4/2023,2.159874143,-0.723425353,-2.199742243,-4.119073,-0.02743886,-0.439023554,-0.150914609,2.1099339,0.8234571,2.9920726
1/7/2023,-2.45834843,2.159874143,2.560928554,6.4602365,2.598707199,2.667093277,2.325157642,-0.19066882,-1.655633,-1.4122019
1/10/2023,-1.53916921,-2.45834843,2.707448179,-0.32144928,-1.773698568,-1.45988977,-1.146080971,-0.9216807,-1.1993728,-1.3936877
1/1/2024,-2.68254243,-1.53916921,1.514481162,1.410079,-0.298906565,-0.706508279,-0.163039953,-2.009391,-1.932872,-2.4364102
1/4/2024,-3.922353742,-2.68254243,-3.433534826,1.8896418,-1.817048073,-1.572965384,-1.762807846,-2.4654176,-3.6624815,-3.7436507
1/7/2024,-4.8150327,-3.922353742,1.471038662,-4.599044,-2.889519691,-3.255795479,-3.133704185,-3.5431929,-4.4361763,-4.1558795
